formula, size, congruence, reverse, result 
P0.5N2L90.form467, 126, 140, 39, true
P0.5N2L90.form468, 120, 27, 14, true
P0.5N2L90.form469, 120, 90, 34, true
P0.5N2L90.form470, 132, 0, 63, true
P0.5N2L90.form471, 135, 298, 20, true
P0.5N2L90.form472, 114, 0, 41, true
P0.5N2L90.form473, 129, 717, 29, true
P0.5N2L90.form474, 114, 521, 19, true
P0.5N2L90.form475, 126, 4, 22, true
P0.5N2L90.form476, 129, 0, 25, true
P0.5N2L90.form477, 114, 1, 30, true
P0.5N2L90.form478, 111, 2, 8, true
P0.5N2L90.form479, 105, 0, 18, true
P0.5N2L90.form480, 105, 0, 11, true
P0.5N2L90.form481, 108, 0, 12, true
P0.5N2L90.form482, 123, 1, 18, true
P0.5N2L90.form483, 135, 333, 46, true
P0.5N2L90.form484, 138, 0, 28, true
P0.5N2L90.form485, 132, 2, 6, true
P0.5N2L90.form486, 120, 0, 9, true
P0.5N2L90.form487, 123, TO, 32, true
P0.5N2L90.form488, 123, 136, 63, true
P0.5N2L90.form489, 117, 7, 14, true
P0.5N2L90.form490, 126, 0, 19, true
P0.5N2L90.form491, 132, TO, 27, true
P0.5N2L90.form492, 120, 661, 24, true
P0.5N2L90.form493, 126, 3, 24, true
P0.5N2L90.form494, 108, TO, 29, true
P0.5N2L90.form495, 126, 1569, 16, true
P0.5N2L90.form496, 138, 919, 31, true
P0.5N2L90.form497, 105, 16, 20, true
P0.5N2L90.form498, 126, 219, 10, true
P0.5N2L90.form499, 129, 1069, 35, true
P0.5N4L10.form, 16, 4, 3, true
P0.5N4L10.form1, 13, 12, 1, true
P0.5N4L10.form2, 13, 0, 0, true
P0.5N4L10.form3, 10, 0, 0, true
P0.5N4L10.form4, 10, 2, 1, true
P0.5N4L10.form5, 16, 9, 1, true
P0.5N4L10.form6, 16, 27, 4, true
P0.5N4L10.form7, 10, 0, 1, true
P0.5N4L10.form8, 13, 14, 2, true
P0.5N4L10.form9, 10, 0, 2, true
P0.5N4L10.form10, 13, 26, 3, true
P0.5N4L10.form11, 10, 8, 1, true
P0.5N4L10.form12, 10, 20, 2, true
P0.5N4L10.form13, 16, 11, 2, true
P0.5N4L10.form14, 13, 0, 0, true
P0.5N4L10.form15, 16, 2, 0, true
P0.5N4L10.form16, 10, 1, 0, true
P0.5N4L10.form17, 16, 9, 1, true
P0.5N4L10.form18, 10, 1, 1, true
P0.5N4L10.form19, 19, 44, 3, true
P0.5N4L10.form20, 10, 1, 1, true
P0.5N4L10.form21, 13, 1, 0, true
P0.5N4L10.form22, 10, 0, 3, true
P0.5N4L10.form23, 10, 2, 1, true
P0.5N4L10.form24, 10, 19, 3, true
P0.5N4L10.form25, 16, 0, 1, true
P0.5N4L10.form26, 10, 1, 1, true
P0.5N4L10.form27, 16, 50, 2, true
P0.5N4L10.form28, 16, 2, 1, true
P0.5N4L10.form29, 16, 20, 1, true
P0.5N4L10.form30, 16, 0, 1, true
P0.5N4L10.form31, 13, 4, 0, true
P0.5N4L10.form32, 16, 48, 2, true
P0.5N4L10.form33, 22, 98, 9, true
P0.5N4L10.form34, 10, 0, 0, true
P0.5N4L10.form35, 13, 1, 0, true
P0.5N4L10.form36, 16, 15, 0, true
P0.5N4L10.form37, 13, 16, 3, true
P0.5N4L10.form38, 13, 5, 0, true
P0.5N4L10.form39, 16, 10, 1, true
P0.5N4L10.form40, 16, 6, 0, true
P0.5N4L10.form41, 16, 19, 1, true
P0.5N4L10.form42, 13, 65, 2, true
P0.5N4L10.form43, 13, 0, 3, true
P0.5N4L10.form44, 10, 0, 0, true
P0.5N4L10.form45, 13, 4, 0, true
P0.5N4L10.form46, 13, 39, 3, true
P0.5N4L10.form47, 13, 26, 0, true
P0.5N4L10.form48, 16, 13, 0, true
P0.5N4L10.form49, 16, 221, 7, true
P0.5N4L10.form50, 10, 0, 1, true
P0.5N4L10.form51, 13, 2, 0, true
P0.5N4L10.form52, 16, 1, 0, true
P0.5N4L10.form53, 16, 26, 2, true
P0.5N4L10.form54, 16, 28, 1, true
P0.5N4L10.form55, 13, 5, 1, true
P0.5N4L10.form56, 10, 0, 0, true
P0.5N4L10.form57, 10, 1, 0, true
P0.5N4L10.form58, 13, 0, 3, true
P0.5N4L10.form59, 16, 12, 0, true
P0.5N4L10.form60, 13, 9, 1, true
P0.5N4L10.form61, 13, 0, 1, true
P0.5N4L10.form62, 13, 22, 1, true
P0.5N4L10.form63, 13, 2, 0, true
P0.5N4L10.form64, 13, 40, 3, true
P0.5N4L10.form65, 10, 0, 5, true
P0.5N4L10.form66, 19, 0, 5, true
P0.5N4L10.form67, 13, 11, 1, true
P0.5N4L10.form68, 19, 29, 2, true
P0.5N4L10.form69, 13, 4, 0, true
P0.5N4L10.form70, 16, 102, 12, true
P0.5N4L10.form71, 13, 0, 0, true
P0.5N4L10.form72, 13, 316, 31, true
P0.5N4L10.form73, 13, 1, 1, true
P0.5N4L10.form74, 13, 0, 2, true
P0.5N4L10.form75, 13, 0, 1, true
P0.5N4L10.form76, 13, 41, 2, true
P0.5N4L10.form77, 13, 0, 1, true
P0.5N4L10.form78, 13, 2, 1, true
P0.5N4L10.form79, 13, 13, 2, true
P0.5N4L10.form80, 13, 3, 1, true
P0.5N4L10.form81, 16, 8, 0, true
P0.5N4L10.form82, 10, 3, 0, true
P0.5N4L10.form83, 10, 14, 5, true
P0.5N4L10.form84, 13, 0, 11, true
P0.5N4L10.form85, 10, 0, 1, true
P0.5N4L10.form86, 13, 2, 0, true
P0.5N4L10.form87, 13, 4, 0, true
P0.5N4L10.form88, 13, 22, 1, true
P0.5N4L10.form89, 13, 3, 0, true
P0.5N4L10.form90, 16, 2, 1, true
P0.5N4L10.form91, 13, 75, 0, true
P0.5N4L10.form92, 13, 1, 0, true
P0.5N4L10.form93, 13, 13, 1, true
P0.5N4L10.form94, 13, 0, 8, true
P0.5N4L10.form95, 10, 1, 0, true
P0.5N4L10.form96, 10, 0, 1, true
P0.5N4L10.form97, 13, 2, 1, true
P0.5N4L10.form98, 16, 17, 0, true
P0.5N4L10.form99, 10, 1, 0, true
P0.5N4L10.form100, 13, 8, 0, true
P0.5N4L10.form101, 19, 44, 4, true
P0.5N4L10.form102, 16, 5, 0, true
P0.5N4L10.form103, 16, 17, 3, true
P0.5N4L10.form104, 10, 1, 0, true
P0.5N4L10.form105, 13, 2, 0, true
P0.5N4L10.form106, 13, 1, 1, true
P0.5N4L10.form107, 13, 72, 8, true
P0.5N4L10.form108, 16, 3, 1, true
P0.5N4L10.form109, 13, 0, 0, true
P0.5N4L10.form110, 13, 10, 1, true
P0.5N4L10.form111, 13, 52, 1, true
P0.5N4L10.form112, 10, 3, 0, true
P0.5N4L10.form113, 13, 0, 0, true
P0.5N4L10.form114, 13, 20, 1, true
P0.5N4L10.form115, 13, 1, 0, true
P0.5N4L10.form116, 13, 1, 1, true
P0.5N4L10.form117, 10, 0, 0, true
P0.5N4L10.form118, 13, 13, 1, true
P0.5N4L10.form119, 13, 53, 2, true
P0.5N4L10.form120, 16, 11, 0, true
P0.5N4L10.form121, 16, 0, 3, true
P0.5N4L10.form122, 13, 0, 0, true
P0.5N4L10.form123, 10, 0, 1, true
P0.5N4L10.form124, 13, 0, 4, true
P0.5N4L10.form125, 16, 1, 1, true
P0.5N4L10.form126, 16, 17, 0, true
P0.5N4L10.form127, 13, 0, 0, true
P0.5N4L10.form128, 19, 12, 0, true
P0.5N4L10.form129, 13, 0, 0, true
P0.5N4L10.form130, 13, 1, 2, true
P0.5N4L10.form131, 13, 8, 1, true
P0.5N4L10.form132, 13, 0, 0, true
P0.5N4L10.form133, 16, 0, 1, true
P0.5N4L10.form134, 13, 4, 0, true
P0.5N4L10.form135, 13, 9, 1, true
P0.5N4L10.form136, 10, 0, 3, true
P0.5N4L10.form137, 10, 0, 0, true
P0.5N4L10.form138, 13, 0, 2, true
P0.5N4L10.form139, 16, 29, 1, true
P0.5N4L10.form140, 16, 38, 2, true
P0.5N4L10.form141, 16, 0, 1, true
P0.5N4L10.form142, 16, 68, 10, true
P0.5N4L10.form143, 13, 16, 1, true
P0.5N4L10.form144, 13, 7, 1, true
P0.5N4L10.form145, 13, 2, 0, true
P0.5N4L10.form146, 13, 0, 9, true
P0.5N4L10.form147, 10, 23, 0, true
P0.5N4L10.form148, 16, 15, 5, true
P0.5N4L10.form149, 13, 20, 2, true
P0.5N4L10.form150, 13, 52, 5, true
P0.5N4L10.form151, 16, 14, 7, true
P0.5N4L10.form152, 13, 46, 1, true
P0.5N4L10.form153, 13, 1, 0, true
P0.5N4L10.form154, 16, 9, 1, true
P0.5N4L10.form155, 13, 1, 1, true
P0.5N4L10.form156, 10, 2, 0, true
P0.5N4L10.form157, 13, 0, 0, true
P0.5N4L10.form158, 13, 1, 0, true
P0.5N4L10.form159, 13, 2, 0, true
P0.5N4L10.form160, 16, 22, 3, true
P0.5N4L10.form161, 13, 7, 1, true
P0.5N4L10.form162, 16, 18, 2, true
P0.5N4L10.form163, 16, 30, 1, true
P0.5N4L10.form164, 13, 5, 0, true
P0.5N4L10.form165, 13, 69, 3, true
P0.5N4L10.form166, 13, 0, 3, true
P0.5N4L10.form167, 13, 105, 7, true
P0.5N4L10.form168, 13, 1, 0, true
P0.5N4L10.form169, 10, 0, 0, true
P0.5N4L10.form170, 10, 2, 1, true
P0.5N4L10.form171, 16, 38, 2, true
P0.5N4L10.form172, 10, 0, 0, true
P0.5N4L10.form173, 13, 11, 1, true
P0.5N4L10.form174, 16, 0, 2, true
P0.5N4L10.form175, 13, 416, 18, true
P0.5N4L10.form176, 13, 0, 1, true
P0.5N4L10.form177, 13, 0, 0, true
P0.5N4L10.form178, 13, 7, 1, true
P0.5N4L10.form179, 10, 0, 4, true
P0.5N4L10.form180, 13, 23, 2, true
P0.5N4L10.form181, 16, 0, 2, true
P0.5N4L10.form182, 13, 7, 2, true
P0.5N4L10.form183, 13, 0, 0, true
P0.5N4L10.form184, 16, 1, 0, true
P0.5N4L10.form185, 16, 15, 1, true
P0.5N4L10.form186, 10, 0, 4, true
P0.5N4L10.form187, 13, 8, 5, true
P0.5N4L10.form188, 13, 0, 0, true
P0.5N4L10.form189, 10, 1, 0, true
P0.5N4L10.form190, 16, 1, 7, true
P0.5N4L10.form191, 10, 0, 1, true
P0.5N4L10.form192, 10, 4, 1, true
P0.5N4L10.form193, 19, 18, 1, true
P0.5N4L10.form194, 16, 1, 0, true
P0.5N4L10.form195, 10, 1, 0, true
P0.5N4L10.form196, 16, 8, 0, true
P0.5N4L10.form197, 16, 168, 7, true
P0.5N4L10.form198, 16, 39, 1, true
P0.5N4L10.form199, 10, 0, 0, true
P0.5N4L10.form200, 10, 0, 0, true
P0.5N4L10.form201, 13, 0, 0, true
P0.5N4L10.form202, 13, 17, 0, true
P0.5N4L10.form203, 10, 1, 0, true
P0.5N4L10.form204, 13, 1, 0, true
P0.5N4L10.form205, 19, 31, 2, true
P0.5N4L10.form206, 13, 64, 4, true
P0.5N4L10.form207, 10, 17, 2, true
P0.5N4L10.form208, 13, 4, 0, true
P0.5N4L10.form209, 16, 99, 6, true
P0.5N4L10.form210, 13, 7, 1, true
P0.5N4L10.form211, 13, 7, 1, true
P0.5N4L10.form212, 10, 2, 0, true
P0.5N4L10.form213, 10, 2, 4, true
P0.5N4L10.form214, 10, 0, 0, true
P0.5N4L10.form215, 10, 0, 0, true
P0.5N4L10.form216, 13, 6, 0, true
P0.5N4L10.form217, 19, 90, 2, true
P0.5N4L10.form218, 10, 0, 1, true
P0.5N4L10.form219, 13, 16, 4, true
P0.5N4L10.form220, 16, 15, 5, true
P0.5N4L10.form221, 13, 2, 0, true
P0.5N4L10.form222, 13, 3, 4, true
P0.5N4L10.form223, 16, 3, 0, true
P0.5N4L10.form224, 16, 13, 1, true
P0.5N4L10.form225, 13, 18, 2, true
P0.5N4L10.form226, 10, 0, 0, true
P0.5N4L10.form227, 16, 17, 0, true
P0.5N4L10.form228, 13, 7, 0, true
P0.5N4L10.form229, 10, 7, 1, true
P0.5N4L10.form230, 10, 5, 1, true
P0.5N4L10.form231, 16, 0, 1, true
P0.5N4L10.form232, 13, 7, 0, true
P0.5N4L10.form233, 10, 0, 0, true
P0.5N4L10.form234, 10, 3, 1, true
P0.5N4L10.form235, 13, 2, 1, true
P0.5N4L10.form236, 13, 8, 1, true
P0.5N4L10.form237, 13, 4, 2, true
P0.5N4L10.form238, 16, 1, 0, true
P0.5N4L10.form239, 13, 3, 1, true
P0.5N4L10.form240, 13, 4, 2, true
P0.5N4L10.form241, 10, 1, 0, true
P0.5N4L10.form242, 13, 0, 7, true
P0.5N4L10.form243, 13, 4, 0, true
P0.5N4L10.form244, 13, 18, 3, true
P0.5N4L10.form245, 10, 0, 1, true
P0.5N4L10.form246, 13, 0, 1, true
P0.5N4L10.form247, 13, 0, 1, true
P0.5N4L10.form248, 13, 4, 0, true
P0.5N4L10.form249, 13, 0, 0, true
P0.5N4L10.form250, 16, 0, 1, true
P0.5N4L10.form251, 13, 2, 1, true
P0.5N4L10.form252, 13, 1, 0, true
P0.5N4L10.form253, 13, 2, 1, true
P0.5N4L10.form254, 10, 16, 2, true
P0.5N4L10.form255, 13, 5, 0, true
P0.5N4L10.form256, 10, 24, 3, true
P0.5N4L10.form257, 13, 0, 1, true
P0.5N4L10.form258, 16, 43, 2, true
P0.5N4L10.form259, 13, 6, 1, true
P0.5N4L10.form260, 10, 0, 0, true
P0.5N4L10.form261, 19, 122, 2, true
P0.5N4L10.form262, 13, 0, 6, true
P0.5N4L10.form263, 13, 2, 0, true
P0.5N4L10.form264, 10, 0, 0, true
P0.5N4L10.form265, 10, 0, 1, true
P0.5N4L10.form266, 10, 1, 0, true
P0.5N4L10.form267, 16, 30, 1, true
P0.5N4L10.form268, 16, 3, 0, true
P0.5N4L10.form269, 13, 24, 6, true
P0.5N4L10.form270, 10, 3, 0, true
P0.5N4L10.form271, 13, 0, 2, true
P0.5N4L10.form272, 13, 0, 0, true
P0.5N4L10.form273, 10, 0, 2, true
P0.5N4L10.form274, 10, 0, 1, true
P0.5N4L10.form275, 13, 0, 2, true
P0.5N4L10.form276, 10, 9, 0, true
P0.5N4L10.form277, 13, 1, 2, true
P0.5N4L10.form278, 13, 0, 0, true
P0.5N4L10.form279, 19, 3, 1, true
P0.5N4L10.form280, 10, 1, 1, true
P0.5N4L10.form281, 10, 0, 0, true
P0.5N4L10.form282, 16, 46, 1, true
P0.5N4L10.form283, 13, 3, 0, true
P0.5N4L10.form284, 19, 3, 1, true
P0.5N4L10.form285, 13, 9, 2, true
P0.5N4L10.form286, 16, 13, 1, true
P0.5N4L10.form287, 10, 2, 0, true
P0.5N4L10.form288, 13, 1, 19, true
P0.5N4L10.form289, 16, 0, 2, true
P0.5N4L10.form290, 19, 335, 3, true
P0.5N4L10.form291, 16, 6, 2, true
P0.5N4L10.form292, 13, 0, 1, true
P0.5N4L10.form293, 13, 0, 0, true
P0.5N4L10.form294, 13, 0, 0, true
P0.5N4L10.form295, 16, 2, 0, true
P0.5N4L10.form296, 13, 0, 1, true
P0.5N4L10.form297, 16, 0, 7, true
P0.5N4L10.form298, 13, 1, 1, true
P0.5N4L10.form299, 16, 12, 1, true
P0.5N4L10.form300, 13, 34, 2, true
P0.5N4L10.form301, 16, 39, 5, true
P0.5N4L10.form302, 13, 3, 1, true
P0.5N4L10.form303, 16, 18, 1, true
P0.5N4L10.form304, 16, 9, 0, true
P0.5N4L10.form305, 16, 71, 5, true
P0.5N4L10.form306, 13, 5, 1, true
P0.5N4L10.form307, 13, 9, 3, true
P0.5N4L10.form308, 16, 55, 4, true
P0.5N4L10.form309, 19, 274, 7, true
P0.5N4L10.form310, 16, 1, 1, true
P0.5N4L10.form311, 10, 3, 1, true
P0.5N4L10.form312, 10, 0, 0, true
P0.5N4L10.form313, 13, 1, 1, true
P0.5N4L10.form314, 16, 1, 2, true
P0.5N4L10.form315, 19, 3, 1, true
P0.5N4L10.form316, 16, 248, 2, true
P0.5N4L10.form317, 16, 34, 2, true
P0.5N4L10.form318, 16, 10, 2, true
P0.5N4L10.form319, 10, 1, 1, true
P0.5N4L10.form320, 16, 3, 0, true
P0.5N4L10.form321, 16, 34, 1, true
P0.5N4L10.form322, 13, 12, 0, true
P0.5N4L10.form323, 13, 0, 0, true
P0.5N4L10.form324, 16, 141, 4, true
P0.5N4L10.form325, 13, 2, 1, true
P0.5N4L10.form326, 10, 9, 1, true
P0.5N4L10.form327, 13, 0, 1, true
P0.5N4L10.form328, 13, 1, 1, true
P0.5N4L10.form329, 16, 6, 1, true
P0.5N4L10.form330, 10, 2, 1, true
P0.5N4L10.form331, 13, 4, 1, true
P0.5N4L10.form332, 10, 62, 8, true
P0.5N4L10.form333, 16, 16, 1, true
P0.5N4L10.form334, 13, 3, 0, true
P0.5N4L10.form335, 13, 1, 0, true
P0.5N4L10.form336, 19, 66, 11, true
P0.5N4L10.form337, 13, 5, 0, true
P0.5N4L10.form338, 19, 142, 4, true
P0.5N4L10.form339, 10, 0, 0, true
P0.5N4L10.form340, 16, 4, 0, true
P0.5N4L10.form341, 10, 0, 0, true
P0.5N4L10.form342, 16, 0, 0, true
P0.5N4L10.form343, 10, 12, 1, true
P0.5N4L10.form344, 13, 2, 1, true
P0.5N4L10.form345, 16, 62, 5, true
P0.5N4L10.form346, 10, 16, 0, true
P0.5N4L10.form347, 16, 0, 2, true
P0.5N4L10.form348, 13, 26, 1, true
P0.5N4L10.form349, 19, 18, 2, true
P0.5N4L10.form350, 16, 109, 2, true
P0.5N4L10.form351, 13, 143, 2, true
P0.5N4L10.form352, 13, 13, 2, true
P0.5N4L10.form353, 10, 1, 2, true
P0.5N4L10.form354, 10, 0, 0, true
P0.5N4L10.form355, 19, 5, 1, true
P0.5N4L10.form356, 16, 24, 1, true
P0.5N4L10.form357, 10, 3, 1, true
P0.5N4L10.form358, 19, 0, 1, true
P0.5N4L10.form359, 13, 0, 1, true
P0.5N4L10.form360, 10, 0, 1, true
P0.5N4L10.form361, 13, 0, 2, true
P0.5N4L10.form362, 13, 0, 0, true
P0.5N4L10.form363, 10, 0, 0, true
P0.5N4L10.form364, 16, 15, 1, true
P0.5N4L10.form365, 10, 2, 5, true
P0.5N4L10.form366, 13, 0, 1, true
P0.5N4L10.form367, 13, 24, 3, true
P0.5N4L10.form368, 10, 1, 0, true
P0.5N4L10.form369, 10, 3, 0, true
P0.5N4L10.form370, 10, 0, 0, true
P0.5N4L10.form371, 19, 10, 0, true
P0.5N4L10.form372, 13, 18, 1, true
P0.5N4L10.form373, 10, 1, 0, true
P0.5N4L10.form374, 10, 3, 3, true
P0.5N4L10.form375, 10, 0, 0, true
P0.5N4L10.form376, 16, 2, 1, true
P0.5N4L10.form377, 16, 12, 1, true
P0.5N4L10.form378, 13, 0, 1, true
P0.5N4L10.form379, 13, 2, 0, true
P0.5N4L10.form380, 13, 0, 0, true
P0.5N4L10.form381, 10, 7, 1, true
P0.5N4L10.form382, 16, 32, 7, true
P0.5N4L10.form383, 16, 5, 2, true
P0.5N4L10.form384, 13, 0, 1, true
P0.5N4L10.form385, 13, 2, 0, true
P0.5N4L10.form386, 19, 8, 0, true
P0.5N4L10.form387, 13, 2, 1, true
P0.5N4L10.form388, 10, 0, 3, true
P0.5N4L10.form389, 16, 28, 4, true
P0.5N4L10.form390, 13, 0, 2, true
P0.5N4L10.form391, 13, 0, 1, true
P0.5N4L10.form392, 13, 1, 1, true
P0.5N4L10.form393, 13, 3, 1, true
P0.5N4L10.form394, 16, 18, 1, true
P0.5N4L10.form395, 16, 43, 3, true
P0.5N4L10.form396, 10, 3, 1, true
P0.5N4L10.form397, 16, 9, 2, true
P0.5N4L10.form398, 10, 0, 1, true
P0.5N4L10.form399, 16, 12, 1, true
P0.5N4L10.form400, 10, 0, 1, true
P0.5N4L10.form401, 16, 1, 0, true
P0.5N4L10.form402, 13, 17, 1, true
P0.5N4L10.form403, 19, 56, 2, true
P0.5N4L10.form404, 10, 8, 0, true
P0.5N4L10.form405, 16, 14, 1, true
P0.5N4L10.form406, 10, 2, 0, true
P0.5N4L10.form407, 10, 6, 1, true
P0.5N4L10.form408, 13, 0, 0, true
P0.5N4L10.form409, 13, 2, 1, true
P0.5N4L10.form410, 10, 15, 0, true
P0.5N4L10.form411, 10, 1, 0, true
P0.5N4L10.form412, 13, 15, 1, true
P0.5N4L10.form413, 16, 13, 0, true
P0.5N4L10.form414, 13, 0, 0, true
P0.5N4L10.form415, 13, 0, 1, true
P0.5N4L10.form416, 10, 0, 0, true
P0.5N4L10.form417, 10, 5, 0, true
P0.5N4L10.form418, 10, 0, 1, true
P0.5N4L10.form419, 10, 1, 0, true
P0.5N4L10.form420, 10, 10, 1, true
P0.5N4L10.form421, 10, 6, 0, true
P0.5N4L10.form422, 13, 0, 0, true
P0.5N4L10.form423, 10, 20, 4, true
P0.5N4L10.form424, 13, 0, 18, true
P0.5N4L10.form425, 13, 3, 0, true
P0.5N4L10.form426, 16, 11, 2, true
P0.5N4L10.form427, 10, 0, 1, true
P0.5N4L10.form428, 19, 13, 0, true
P0.5N4L10.form429, 19, 18, 1, true
P0.5N4L10.form430, 13, 87, 7, true
P0.5N4L10.form431, 13, 3, 0, true
P0.5N4L10.form432, 13, 0, 1, true
P0.5N4L10.form433, 10, 1, 0, true
P0.5N4L10.form434, 19, 11, 1, true
P0.5N4L10.form435, 13, 6, 0, true
P0.5N4L10.form436, 16, 11, 3, true
P0.5N4L10.form437, 13, 2, 0, true
P0.5N4L10.form438, 13, 1, 0, true
P0.5N4L10.form439, 10, 0, 1, true
P0.5N4L10.form440, 10, 1, 1, true
P0.5N4L10.form441, 10, 13, 4, true
P0.5N4L10.form442, 13, 7, 1, true
P0.5N4L10.form443, 13, 1, 0, true
P0.5N4L10.form444, 16, 0, 1, true
P0.5N4L10.form445, 16, 14, 0, true
P0.5N4L10.form446, 13, 4, 6, true
P0.5N4L10.form447, 16, 17, 2, true
P0.5N4L10.form448, 10, 6, 2, true
P0.5N4L10.form449, 13, 1, 1, true
P0.5N4L10.form450, 19, 13, 0, true
P0.5N4L10.form451, 13, 0, 1, true
P0.5N4L10.form452, 10, 0, 1, true
P0.5N4L10.form453, 13, 0, 5, true
P0.5N4L10.form454, 10, 2, 0, true
P0.5N4L10.form455, 13, 1, 0, true
P0.5N4L10.form456, 10, 0, 0, true
P0.5N4L10.form457, 10, 1, 0, true
P0.5N4L10.form458, 13, 4, 0, true
P0.5N4L10.form459, 13, 2, 1, true
P0.5N4L10.form460, 10, 3, 0, true
P0.5N4L10.form461, 10, 0, 1, true
P0.5N4L10.form462, 10, 3, 0, true
P0.5N4L10.form463, 13, 5, 2, true
P0.5N4L10.form464, 13, 3, 1, true
P0.5N4L10.form465, 10, 0, 0, true
P0.5N4L10.form466, 19, 7, 1, true
P0.5N4L10.form467, 16, 132, 10, true
P0.5N4L10.form468, 13, 5, 0, true
P0.5N4L10.form469, 13, 1, 1, true
P0.5N4L10.form470, 19, 10, 0, true
P0.5N4L10.form471, 16, 1, 0, true
P0.5N4L10.form472, 13, 7, 1, true
P0.5N4L10.form473, 10, 0, 3, true
P0.5N4L10.form474, 13, 100, 9, true
P0.5N4L10.form475, 16, 2, 0, true
P0.5N4L10.form476, 13, 0, 1, true
P0.5N4L10.form477, 10, 1, 0, true
P0.5N4L10.form478, 10, 0, 0, true
P0.5N4L10.form479, 13, 5, 0, true
P0.5N4L10.form480, 10, 1, 1, true
P0.5N4L10.form481, 13, 0, 1, true
P0.5N4L10.form482, 13, 15, 4, true
P0.5N4L10.form483, 10, 1, 0, true
P0.5N4L10.form484, 16, 69, 4, true
P0.5N4L10.form485, 10, 1, 0, true
P0.5N4L10.form486, 13, 6, 1, true
P0.5N4L10.form487, 22, 15, 2, true
P0.5N4L10.form488, 13, 0, 0, true
P0.5N4L10.form489, 10, 11, 6, true
P0.5N4L10.form490, 13, 7, 0, true
P0.5N4L10.form491, 10, 2, 1, true
P0.5N4L10.form492, 10, 0, 0, true
P0.5N4L10.form493, 16, 13, 2, true
P0.5N4L10.form494, 10, 36, 2, true
P0.5N4L10.form495, 13, 10, 1, true
P0.5N4L10.form496, 10, 1, 1, true
P0.5N4L10.form497, 13, 1, 1, true
P0.5N4L10.form498, 13, 7, 3, true
P0.5N4L10.form499, 16, 11, 1, true
P0.5N4L100.form, 133, 1, TO, true
P0.5N4L100.form1, 139, TO, TO, TO
P0.5N4L100.form2, 127, 1, TO, true
P0.5N4L100.form3, 130, TO, TO, TO
P0.5N4L100.form4, 130, 5, 1224, true
P0.5N4L100.form5, 136, 0, TO, true
P0.5N4L100.form6, 121, 41, TO, true
P0.5N4L100.form7, 121, 13, TO, true
P0.5N4L100.form8, 130, 0, TO, true
P0.5N4L100.form9, 145, 17, TO, true
P0.5N4L100.form10, 142, 0, TO, true
P0.5N4L100.form11, 148, TO, TO, TO
P0.5N4L100.form12, 154, TO, 901, true
P0.5N4L100.form13, 133, 0, TO, true
P0.5N4L100.form14, 124, 426, TO, true
P0.5N4L100.form15, 148, 1077, TO, true
P0.5N4L100.form16, 124, 917, 1662, true
P0.5N4L100.form17, 130, 143, TO, true
P0.5N4L100.form18, 133, 1, TO, true
P0.5N4L100.form19, 133, TO, TO, TO
P0.5N4L100.form20, 145, 0, TO, true
P0.5N4L100.form21, 142, TO, TO, TO
P0.5N4L100.form22, 151, TO, TO, TO
P0.5N4L100.form23, 139, 0, TO, true
P0.5N4L100.form24, 133, TO, TO, TO
P0.5N4L100.form25, 136, 438, TO, true
P0.5N4L100.form26, 133, TO, TO, TO
P0.5N4L100.form27, 124, 0, TO, true
P0.5N4L100.form28, 142, TO, TO, TO
P0.5N4L100.form29, 139, 9, TO, true
P0.5N4L100.form30, 148, TO, TO, TO
P0.5N4L100.form31, 136, TO, TO, TO
P0.5N4L100.form32, 145, TO, TO, TO
P0.5N4L100.form33, 130, 0, TO, true
P0.5N4L100.form34, 130, TO, TO, TO
P0.5N4L100.form35, 133, TO, TO, TO
P0.5N4L100.form36, 133, TO, TO, TO
P0.5N4L100.form37, 145, TO, TO, TO
P0.5N4L100.form38, 145, 4, TO, true
P0.5N4L100.form39, 133, 93, TO, true
P0.5N4L100.form40, 139, TO, TO, TO
P0.5N4L100.form41, 127, 0, TO, true
P0.5N4L100.form42, 130, 6, TO, true
P0.5N4L100.form43, 127, 2, TO, true
P0.5N4L100.form44, 121, 0, TO, true
P0.5N4L100.form45, 136, 0, TO, true
P0.5N4L100.form46, 136, TO, TO, TO
P0.5N4L100.form47, 139, TO, TO, TO
P0.5N4L100.form48, 127, 0, TO, true
P0.5N4L100.form49, 136, 0, TO, true
P0.5N4L100.form50, 136, 2, TO, true
P0.5N4L100.form51, 130, TO, TO, TO
P0.5N4L100.form52, 142, 98, TO, true
P0.5N4L100.form53, 136, 0, TO, true
P0.5N4L100.form54, 142, 0, TO, true
P0.5N4L100.form55, 139, 0, TO, true
P0.5N4L100.form56, 145, 0, 1895, true
P0.5N4L100.form57, 139, TO, TO, TO
P0.5N4L100.form58, 136, 1, TO, true
P0.5N4L100.form59, 136, 0, TO, true
P0.5N4L100.form60, 151, TO, TO, TO
P0.5N4L100.form61, 136, TO, TO, TO
P0.5N4L100.form62, 145, TO, TO, TO
P0.5N4L100.form63, 148, 343, TO, true
P0.5N4L100.form64, 127, 0, TO, true
P0.5N4L100.form65, 151, 93, 1837, true
P0.5N4L100.form66, 145, 5, TO, true
P0.5N4L100.form67, 145, 14, TO, true
P0.5N4L100.form68, 142, TO, TO, TO
P0.5N4L100.form69, 160, TO, TO, TO
P0.5N4L100.form70, 133, TO, TO, TO
P0.5N4L100.form71, 133, TO, TO, TO
P0.5N4L100.form72, 139, TO, TO, TO
